"5a848e4ab52fd5445cdc07aab1c40e48",,13.495414171232781,24229.029579162598,1
eed5cbd74fac3bd79b7c7ec95fa7507d,,5.539301254076419,9945.0,2
b1d207586fca400a2370d50a9ba1da98,,3.983618156777732,7152.0,3
"76d1a1a9d21ab677a61c3ae34b1b352f",,3.181903871013496,5712.6400146484375,4
ad88641611c35ebd59ecda07a9f17099,,2.5150099364400074,4515.330123901367,5
"3b60d513e90300a4e9833e5cda1f1d61",,2.447056718441282,4393.330123901367,6
"4c50dcc50f1512f46096d6ef0142c4a9",,2.2168344888108744,3980.0,7
"17823ffd2de8234f0e885a71109613a4",,1.6542096421266885,2969.889907836914,8
"0e030462875259ec0cb868f7ecf1fd5e",,1.5261624370205518,2740.0,9
"11250b0d4b709fee92441c5f34122aed",agro_industria_e_comercio,12.561617242027532,9111.0,1
"423a6644f0aa529e8828ff1f91003690",agro_industria_e_comercio,11.089132639405932,8043.0,2
"672e757f331900b9deea127a2a7b79fd",agro_industria_e_comercio,9.492562255664533,6885.0,3
c183fd5d2abf05873fa6e1014ed9e06c,agro_industria_e_comercio,8.182216205076934,5934.599853515625,4
"2b69866f22de8dad69c976771daba91c",agro_industria_e_comercio,4.12240539497995,2990.0,5
c89226b8a795ae3d6bca9d90b20dbf04,agro_industria_e_comercio,3.8900892381056615,2821.5,6
"5fb0955cb683eb6f65a1f613e502eef5",agro_industria_e_comercio,3.750148051620556,2720.0,7
b7a60a397d4efd05c1b5d398fb9f9097,agro_industria_e_comercio,3.307575432293277,2399.0,8
cd5df6a3db7a3d064a55afd08289d762,agro_industria_e_comercio,3.2538049271413647,2360.0,9
"73326828aa5efe1ba096223de496f596",alimentos,15.176939328122495,4461.019996643066,1
"89321f94e35fc6d7903d36f74e351d40",alimentos,11.484580942495764,3375.7099590301514,2
ed2067a9c1f79553088a3c67b99a9f97,alimentos,10.844267746547319,3187.5000762939453,3
"33202a8e7a645388c41ed714203d7131",alimentos,8.669630027258847,2548.2998962402344,4
"861857117917aaa99611defcc0d514cd",alimentos,4.136981729937218,1216.0,5
f0c1c1d5ec61ce4c4846abd4283631df,alimentos,3.535486453434501,1039.2000274658203,6
"092be1e8336fc404c57bd5970d056886",alimentos,2.988527024910573,878.4300003051758,7
"3d0552899dbe2f89cff6197aab33fe99",alimentos,2.4760652267050767,727.8000030517578,8
"58816ce2ec224ea03aff8abe045f8407",alimentos,2.2964331148911366,675.0,9
"992197904e1d4f0bf3994652373188e4",alimentos_bebidas,17.040899703615462,2586.719970703125,1
"90f97298579cd20412fdcc9b7a2d4b6b",alimentos_bebidas,8.880409677377292,1348.000015258789,2
"84f5c4f480ad6c9998d6a6860f1a2e41",alimentos_bebidas,6.508523321527617,987.9599990844727,3
dbd8772797eb43bcb24b0f7fba3b8839,alimentos_bebidas,4.610830029412138,699.9000244140625,4
"54b755678728b84472c2b654ac4de777",alimentos_bebidas,4.43420992957602,673.0900115966797,5
ec96b7b4e1401281edb9465d0d689cae,alimentos_bebidas,4.149220042420997,629.8300285339355,6
"7384a19bf6df5d6139bc52286cd26c2e",alimentos_bebidas,3.7550693314593815,570.0,7
a54244559e62c8ef2939e52189d65d4c,alimentos_bebidas,3.6428125159401943,552.9599990844727,8
ca4fe13c336a5399a892b4afabb17abb,alimentos_bebidas,3.260981261530515,495.0,9
"4fe644d766c7566dbc46fb851363cb3b",artes,44.63860117256926,10803.719932556152,1
"1bdf5e6731585cf01aa8169c7028d6ad",artes,26.852442569000274,6499.0,2
cbf96c04205dc933b89e025748c2a057,artes,2.0142430762252093,487.5,3
"4c6aedb2bfbcb47f59db757dfc22c607",artes,1.8097199331008034,438.0,4
"986c47683f9e701e110a0cc525dfac87",artes,1.4048054275211714,340.0,5
bf359473d58e90d8fc29bf8f3d282ea9,artes,1.338035899822161,323.8400115966797,6
"9cf421049bcfaf6983bf0dfb40831a03",artes,1.2394928425978624,299.989990234375,7
"48633254f8b7b802b1ca8c4f4dcf3e33",artes,1.1626831181348103,281.40000915527344,8
"986700c98805af229ab7ad51b95fa356",artes,1.067238990981351,258.30001068115234,9
b9976e9c22fb1540bd71d1bcd2989475,artes_e_artesanato,35.36088612741706,641.4500122070312,1
"6bb18295cc019bf3b6dc7c773411d530",artes_e_artesanato,15.958566349517643,289.489990234375,2
"43506d2b6b5e0535079f88c7dc51c4de",artes_e_artesanato,13.12010404266543,238.0,3
ec90895370885d025efeb8e72e7fa699,artes_e_artesanato,7.160930399426383,129.89999389648438,4
"43f224fb79bae5b22585eb868fe3b84b",artes_e_artesanato,5.501623628140293,99.80000305175781,5
c36f564e4c2baa5ed9d7bfa1a111c29c,artes_e_artesanato,4.950358752398048,89.80000305175781,6
"2b54fb9a4acf707537eb53eb2458c241",artes_e_artesanato,3.1918237146639425,57.900001525878906,7
eacb104882d39ffb53140b1d1860a7c3,artes_e_artesanato,2.199546938327902,39.900001525878906,8
"189d6b9a380642d0ee2245277cc9b2f2",artes_e_artesanato,2.199546938327902,39.900001525878906,8
"99b4596b82b6f75d453160c9c75e01f4",artigos_de_festas,17.230078107724815,772.8000183105469,1
"833fb04f7b1c82365c0273e62de0c19f",artigos_de_festas,12.735275093517942,571.2000122070312,2
ded0fc03d15300415b27c4b3342fefe1,artigos_de_festas,8.873668380425409,398.0,3
"137464dece73fa2dbb54658dbc7aae58",artigos_de_festas,7.6139643708944575,341.50000762939453,4
"157d8cabb7a3a318aed5ce596f4be96e",artigos_de_festas,6.684235357111533,299.79998779296875,5
"0fca2bf7fe83539c429a0357389333e7",artigos_de_festas,6.01536588120007,269.79998779296875,6
cc6a0d67ea3d63acca23c81500670843,artigos_de_festas,5.154754026316753,231.1999969482422,7
"733162823b9a1dbc958b0988d32229da",artigos_de_festas,5.154754026316753,231.1999969482422,7
"30f07d8c84ca80de0248a40587de7d32",artigos_de_festas,4.882747174153679,219.0,9
"40e8b425d1a26e2d9cb77363523e05ce",artigos_de_natal,19.745887533477212,1737.800033569336,1
f3ccdb9f9c7f31e0efd626e9110b85f5,artigos_de_natal,11.95456792716824,1052.1000137329102,2
"9defbbbbd3c270b0c41dfcbf70582147",artigos_de_natal,7.624289491898304,671.0,3
dd72d83b749ec911396ef3337e00b633,artigos_de_natal,6.476669165994089,570.0,4
ffc0b406806006602c5853b00ab5f7fd,artigos_de_natal,5.106342425427053,449.40000915527344,5
