sao paulo,2203373.0900000115
rio de janeiro,1161927.3599999982
belo horizonte,421765.1200000001
brasilia,354216.77999999985
curitiba,247392.47999999986
porto alegre,224731.4200000003
salvador,218071.50000000015
campinas,216248.4299999995
guarulhos,165121.98999999987
niteroi,139996.98999999996
